feature_index,importance
7460,0.00013112351068272462
2541,0.00013094363827968937
4619,0.00013002956087148135
15742,0.00012986077469948718
1567,0.00012957293421242915
4741,0.00012902676118458096
3924,0.00012857201842467544
336,0.0001283652068725326
3940,0.00012782103103291088
3891,0.00012733636462786477
1489,0.00012730000394581997
4692,0.00012709577663432003
5419,0.00012683820122592863
1293,0.00012682075539785186
4978,0.00012613786450852002
5285,0.00012610305837968723
6387,0.00012593860568389426
1376,0.00012530233587387622
223,0.00012526145832732273
2465,0.00012472383634679705
822,0.0001240370855786009
1244,0.00012372478943921042
6157,0.00012256349432864043
3953,0.00012238131138565898
3834,0.00012203966698988897
3277,0.00012170650177754852
7061,0.00012124342144126951
3943,0.00012079205618791625
3211,0.00012064509379789231
5175,0.0001205405761655394
2993,0.00012047464976634763
937,0.00012046790411288815
6249,0.00012044949482855568
6395,0.00012038845002164053
5673,0.00012032977322576393
7459,0.00012027791861831411
5691,0.00012020900225832165
5415,0.00011992837121362217
6409,0.00011976694650580938
6256,0.00011933648701879274
2249,0.00011930784061303818
4274,0.00011914241320702584
5018,0.00011908118548692
8387,0.00011843361546538681
1323,0.00011832096954560094
15741,0.00011829543796031875
4047,0.0001179537676016551
1635,0.00011752773193927076
5740,0.0001172049252964346
2437,0.00011695004763461047
2542,0.00011685670935365685
5500,0.00011665657310201412
7511,0.00011649873651775718
969,0.00011635721589151003
7456,0.00011614286515917275
3962,0.00011581119888464491
2558,0.00011567431844359543
5152,0.00011562197075752021
1679,0.00011558083586265101
2504,0.00011556264538667405
3201,0.00011545396228126473
610,0.00011515542686718857
3016,0.00011504773131169535
2439,0.00011499175250383995
4665,0.000114968066193017
3289,0.0001149049488562246
4740,0.0001148040298768182
2442,0.00011452920118198642
3951,0.00011421834197275562
2432,0.00011421550077263068
4771,0.00011394873648831027
5150,0.00011344644895947479
1335,0.00011331076364111959
6404,0.00011321267244967254
1246,0.00011296921004846126
3290,0.00011289854742285492
3930,0.00011267933365233089
7056,0.00011251750844435578
4942,0.00011237260157768052
1573,0.00011215997841043619
3484,0.00011162798088819027
1651,0.00011145253418970576
1006,0.00011119774946974568
6032,0.00011094474053113225
6163,0.00011094239172886085
1682,0.00011092346015218808
30,0.00011050988398390609
2297,0.00011048607969442505
697,0.00010966581380025889
7082,0.00010958515119799099
1029,0.0001094874790742088
2746,0.00010923819496802984
1468,0.00010918053113491466
13446,0.00010916958476764816
263,0.00010907047523991544
2792,0.00010761920908446521
1504,0.00010719936150019999
3432,0.00010672185122131621
334,0.00010671800404892429
6155,0.00010663659384311742
247,0.00010633941243702087
2733,0.00010603312688118308
1427,0.00010584940810216762
2518,0.00010550587583484164
5010,0.00010545133029211639
2515,0.00010534857515607227
4681,0.00010511102161444768
2248,0.00010509459877374755
6392,0.00010470159342011467
4983,0.00010469757290574943
1222,0.00010440000076979578
1558,0.00010401640150609683
6440,0.00010394028706425684
3061,0.00010378481505596161
2342,0.00010374498820285284
1345,0.00010353095905203693
3992,0.00010352293942387305
215,0.00010286871264858757
665,0.00010277608069189444
3917,0.00010241453913428379
877,0.00010222873498914126
241,0.00010211005140535452
1073,0.00010173901002924306
393,0.00010140152585636242
2210,0.00010139592352478108
436,0.00010137854712411902
350,0.00010137797061224837
8400,0.00010125991709282605
3919,0.0001008868016429914
557,0.00010057408796857278
932,0.00010028652331133186
2759,9.936543005302342e-05
4068,9.896841630594302e-05
373,9.863551866913877e-05
2552,9.86268304235709e-05
1377,9.842089552490438e-05
3715,9.834554995434244e-05
2369,9.833794180124131e-05
5710,9.794573465912066e-05
5055,9.785910618617739e-05
1021,9.77729586999236e-05
1260,9.77497444431053e-05
5978,9.759418599596052e-05
2730,9.757404812847322e-05
59,9.66408840149138e-05
7473,9.660432026750682e-05
7559,9.647958183051715e-05
2788,9.645780684673865e-05
4188,9.64522330911533e-05
5394,9.628593421673617e-05
1342,9.62748367698802e-05
15732,9.618214536754318e-05
6288,9.60980645313574e-05
15745,9.60123868549293e-05
2836,9.582324649108115e-05
7434,9.501195479741273e-05
3864,9.491597423427738e-05
2738,9.484156526345912e-05
5159,9.476528596399394e-05
2211,9.438419095120663e-05
6365,9.431452453777631e-05
5029,9.415229368601105e-05
1022,9.393130688064804e-05
705,9.377904194891031e-05
3059,9.374955655495123e-05
7569,9.360601112742191e-05
2189,9.350145576360809e-05
14044,9.32627497078143e-05
5677,9.31408237601298e-05
7462,9.2986425868221e-05
5982,9.287677318232734e-05
1563,9.285401081072971e-05
4593,9.259039690191398e-05
2132,9.191358703576575e-05
1763,9.181222208763201e-05
3910,9.177299276050702e-05
4644,9.148462316371786e-05
8634,9.145719286813214e-05
1527,9.144564582122524e-05
2219,9.142495134202378e-05
4013,9.120602678642833e-05
2205,9.117228504966315e-05
4673,9.10637577280485e-05
683,9.104768049348972e-05
2806,9.07957525551207e-05
1994,9.064001668737675e-05
1647,9.036839818960083e-05
5191,9.019565420508062e-05
8070,8.983011297639515e-05
4248,8.970365663194263e-05
6613,8.949806493762135e-05
1621,8.947904311757429e-05
1387,8.94770454755752e-05
2516,8.945065195559436e-05
2194,8.939529891596e-05
2502,8.93584790595334e-05
3259,8.923863150078064e-05
13513,8.921954888876132e-05
2136,8.883425135277278e-05
2832,8.882752576286735e-05
5697,8.861742345312933e-05
4652,8.848969381187983e-05
3310,8.825462461454322e-05
15736,8.804836412050842e-05
7540,8.7958752136257e-05
438,8.793305479884291e-05
4603,8.786389777956458e-05
4622,8.742982614575481e-05
2408,8.736588164697145e-05
2703,8.706524915215932e-05
13516,8.701409259785158e-05
1031,8.69080640192368e-05
5669,8.684636881122506e-05
1126,8.683492024916257e-05
4270,8.680671025598018e-05
4553,8.674125086521361e-05
6281,8.673420977168281e-05
2561,8.666936813738941e-05
4680,8.635144811544844e-05
903,8.6342385767869e-05
1616,8.632033843191292e-05
4684,8.600446940799517e-05
8163,8.592571611363167e-05
7065,8.580293714346402e-05
908,8.579174256302292e-05
6274,8.572653019170666e-05
4640,8.567931647716682e-05
4206,8.546916921478898e-05
3895,8.534505632768724e-05
4048,8.48628041602244e-05
1639,8.476778694565187e-05
4615,8.431233204343606e-05
1518,8.412511746918976e-05
3610,8.385747492724393e-05
7564,8.383172124800181e-05
1535,8.372101584488532e-05
15737,8.369497066693251e-05
3258,8.368547750289607e-05
4647,8.356084114254099e-05
2757,8.342453986985236e-05
4043,8.340267339275947e-05
2009,8.284128463521429e-05
4052,8.230737576677514e-05
5738,8.220826641018403e-05
5510,8.21583963938114e-05
3088,8.210967713754838e-05
4930,8.198670449917927e-05
4979,8.159064253691325e-05
4059,8.149875824000621e-05
7536,8.134606388391026e-05
1005,8.129939846199655e-05
1565,8.122524904885043e-05
1487,8.114206399184934e-05
3911,8.109718587037909e-05
13628,8.106316634377123e-05
2099,8.07360793743101e-05
766,8.071872008631342e-05
2556,8.063637701763318e-05
4072,8.063488375024205e-05
13,8.058275020280063e-05
372,8.055703255820768e-05
11312,8.039275582796128e-05
275,8.038079824218832e-05
3838,8.007276882219974e-05
2557,8.006863859888609e-05
4969,8.002627061964781e-05
1637,7.941029969176168e-05
4277,7.935579340419136e-05
6294,7.9216339231547e-05
1411,7.917686996459047e-05
944,7.85503205967724e-05
902,7.817690156368073e-05
1564,7.78609428330625e-05
7976,7.781597237743912e-05
4402,7.776425027150053e-05
3825,7.75243024631583e-05
835,7.751555586068905e-05
7466,7.71332454525165e-05
5187,7.700542453371626e-05
6373,7.677287205203361e-05
439,7.648955344600393e-05
166,7.646335146335145e-05
3894,7.624053914545218e-05
5696,7.622729236501745e-05
1990,7.618803491966453e-05
775,7.582953228547361e-05
4403,7.556078607706423e-05
1383,7.554732711072382e-05
3312,7.547420545417497e-05
3282,7.537903040458449e-05
2722,7.53521355413904e-05
1562,7.525075806829618e-05
661,7.464730792498487e-05
1399,7.457062289353192e-05
13525,7.456621102859399e-05
3286,7.449190738743232e-05
1156,7.444457882716742e-05
395,7.431808766847197e-05
3381,7.431182660977385e-05
2206,7.419202576514278e-05
13523,7.365535099989384e-05
7465,7.361309529611043e-05
7472,7.357709118023406e-05
14048,7.343609597347131e-05
283,7.32105594268565e-05
2524,7.308336360579057e-05
5051,7.30283347951177e-05
896,7.298323629919334e-05
6397,7.268809871323203e-05
657,7.266696818935627e-05
6412,7.257607523906803e-05
1879,7.248269750261292e-05
911,7.24713379448384e-05
2419,7.235157934041754e-05
184,7.234281183920196e-05
7453,7.234203885247199e-05
611,7.232487413208049e-05
645,7.231304872108596e-05
757,7.201265262679538e-05
7952,7.187289406514774e-05
11313,7.185507872672663e-05
6263,7.175640944117118e-05
1027,7.175640139569341e-05
536,7.170477229273504e-05
1825,7.163779206728103e-05
8996,7.163019837567944e-05
1259,7.162204500699931e-05
2805,7.156920763147846e-05
3261,7.140491827409501e-05
1115,7.12577904348628e-05
8415,7.121543922323031e-05
4893,7.111128174743909e-05
4971,7.097021071018989e-05
5892,7.086777365907743e-05
531,7.076157602158653e-05
3213,7.042324122727253e-05
145,7.027126932517758e-05
13635,6.990830487298325e-05
17711,6.975634607077391e-05
6221,6.974265348714567e-05
3294,6.969568280089162e-05
8490,6.968571378951893e-05
5687,6.942376928996963e-05
2030,6.93622794568633e-05
1467,6.932000886830024e-05
5288,6.92762269196088e-05
1491,6.921464352803567e-05
4078,6.912003461988217e-05
2208,6.89198827694001e-05
60,6.87046059922522e-05
125,6.870100520966745e-05
1568,6.85967379166496e-05
7469,6.843345248137413e-05
828,6.825871590846887e-05
4035,6.809844300166878e-05
2407,6.79725776540844e-05
4851,6.793428790560608e-05
5704,6.79325167960056e-05
15616,6.791773791929104e-05
2204,6.781367067619791e-05
3954,6.777906928721694e-05
1646,6.766276799706367e-05
527,6.762466745829393e-05
1853,6.759897167923925e-05
5289,6.755811092794061e-05
2533,6.752581814129718e-05
5679,6.748247336039023e-05
3017,6.741076771438045e-05
222,6.730199530036411e-05
7971,6.72355323352112e-05
13449,6.705178495070981e-05
2828,6.69785200950333e-05
1694,6.694019515826225e-05
11309,6.676193305955965e-05
1145,6.667321068903767e-05
7060,6.65978795404349e-05
9000,6.659413405237024e-05
2740,6.637468816665734e-05
4388,6.619330108507977e-05
3243,6.611377667104561e-05
4936,6.611080982355538e-05
1638,6.582858268275011e-05
8161,6.575997807986493e-05
4076,6.562008098354348e-05
1783,6.555418464058463e-05
2007,6.555154796520466e-05
